id,target
Qt1fGUB0Vz.jpeg,0.001
j4Rhioq7R3.jpeg,0.001
rD0hgFHJUZ.jpeg,0.001
aY5z1EJsJ6.jpeg,0.999
qZ3IoxD2TE.jpeg,0.001
BOFtxEERkV.jpeg,0.001
9hqOXpYGbK.jpeg,0.0033691332209855
BhA8T8Ij32.jpeg,0.00106389330176165
rXexUH9dCM.jpeg,0.001
RdYDVBxwvq.jpeg,0.999
8iV3hx6XAj.jpeg,0.001
aleXj7h7JP.jpeg,0.001
RVoqYx4fJQ.jpeg,0.001
hHjoWRshoP.jpeg,0.001
yt9GwWtzr8,0.999
IHSw9S145d.jpeg,0.001
6TDyS6kEN5,0.999
SnqrAkeuoR.jpeg,0.983901858329773
qMYFA0362c.jpeg,0.001
qu9Fy9JSTI.jpeg,0.001
C6F1TgBtUF.jpeg,0.001
1WXHpfzzMR,0.999
K4Up1TZUzr.jpeg,0.001
I4zUha5aN2,0.999
9RcLqe8IL0,0.999
owbU2PLVvj.jpeg,0.999
BbnCzR9WmU.jpeg,0.001
9hEvvkphC0.jpeg,0.001
wCtgGW3hJY.jpeg,0.999
BI4OMtn1TV.jpeg,0.999
veiMOrSUGs.jpeg,0.999
0SSwUAl04C,0.999
ttYqSuIDlX.jpeg,0.001
uyQOYoZvoi.jpeg,0.999
c4RM6zDGCT.jpeg,0.001
a9WGXGKAs7.jpeg,0.001
Be4yYleKvl.jpeg,0.999
VUlSUkWiyP.jpeg,0.999
qfPjoawQQt.jpeg,0.001
bjOtIg7PxW.jpeg,0.001
bKtwCN3OsO.jpeg,0.001
09Egy0VfTa.jpeg,0.999
tWGnZufeV2,0.9936012625694276
9KNsL3qq01.jpeg,0.001
2ElVVjcp4a,0.9982684254646301
ieoJ3UoPFc.jpeg,0.001
A2knaMz6Gf.jpeg,0.001
JcPcU6LY2b.jpeg,0.001
b4bfgPwia6.jpeg,0.001
PxvUp9NTCm.jpeg,0.997745007276535
0666kmCAAC.jpeg,0.001
EHC1kBFCRk.jpeg,0.9983965754508972
JBKIyiD2z0.jpeg,0.001
8Pg60O6jIi.jpeg,0.001
AS88fqPK2c.jpeg,0.001
oGECKjTj5S,0.9980250000953674
570E66nY4r.jpeg,0.001
S5RZQ9BWeH.jpeg,0.001
zffkE0f037.jpeg,0.999
PdThxA9eWO.jpeg,0.001
fiZ8U0vJvW.jpeg,0.001
aBkArc3xSO.jpeg,0.01274665119126435
9kDKmUw0QF.jpeg,0.999
K4873kXvtH.jpeg,0.001
W0ElnH5ug1.jpeg,0.999
n4UUdJMSOB.jpeg,0.001
irXtIZPnTX.jpeg,0.999
rWsZ81s18t.jpeg,0.001
IElc1dGMVB.jpeg,0.001535751472147236
aTSivuPmqy.jpeg,0.001
s55Ui6sheX.jpeg,0.001
rpAbckBrV4.jpeg,0.001
IszVFL8fES.jpeg,0.001
azT1BfFdeX.jpeg,0.999
8Jpd9SLbqd.jpeg,0.001
D1o0PBS4ox,0.999
bmsOUDEAeF.jpeg,0.001
82nuz7VlCN.jpeg,0.001
bhfiAm6e1y.jpeg,0.0024012949434108893
91Ds3oaoqd,0.999
J9FQcKddQs.jpeg,0.001
hLwkySARL1.jpeg,0.001
iVZUU083gm.jpeg,0.001
itCfCmFiX5.jpeg,0.001
74w54BCnc6.jpeg,0.001
runm54HtOv.jpeg,0.001
9bcxdKukar.jpeg,0.9983559250831604
IVchzEEiNL.jpeg,0.999
VECsvGAENO.jpeg,0.999
R1hy2mf67S.jpeg,0.001
QQaDYoaFUi.jpeg,0.001
BrMnOYrGd4.jpeg,0.001
9rQKqH9Df3.jpeg,0.001
qf31p5XrLJ.jpeg,0.001
qumCTbQKc5.jpeg,0.001
RLgvAq0dV6,0.999
cmHN8qXUKm.jpeg,0.0013135866320225999
cWcWKtlJFu.jpeg,0.999
gG86EJUTDR,0.999
OY3eYcMkVd,0.999
J9X8bPMCqb.jpeg,0.0201618733699433
b3pdu9OBcM.jpeg,0.001
IUW5tpB0W9.jpeg,0.001
9QZY5ktNH8.jpeg,0.001
B2l8RFqPhF.jpeg,0.001
rWseV8Bi33.jpeg,0.001
Z4cHEBysVe,0.999
3klXb0HDvL.jpeg,0.999
int3NlNL5f.jpeg,0.001
7Y1gMf1Bqf.jpeg,0.001
AAYdmD7mRY.jpeg,0.001
A77zy0E8zG.jpeg,0.001
7YjyLkz1vY.jpeg,0.001
Irh8HGAQ4F.jpeg,0.001
bcgzZgpeBC.jpeg,0.001
AJhvxUoo2W.jpeg,0.001
9FHMwlDBz1.jpeg,0.999
JFG7pC4WsS.jpeg,0.001
JcEPnVZdXG.jpeg,0.999
AgYbJwCtzX.jpeg,0.999
crQtHWgFUr,0.9986043870449066
iCxXfwIZ7O.jpeg,0.001
SMp2FGHS5D.jpeg,0.001
raiAIeJ9tI.jpeg,0.001
somuqUAAiw.jpeg,0.9963629841804504
r9fgusZxpG.jpeg,0.001
6SEizYbnpv,0.999
FXlrJgugCl.jpeg,0.999
lVsKZNKAz8,0.999
86jSqrnfva.jpeg,0.001
SDvP2w9cVq.jpeg,0.001
am0fhckwjz.jpeg,0.001
OhYbEFGS4h,0.999
Ge5CPNb8Zh.jpeg,0.999
phBaEIgA3O.jpeg,0.999
rQ4lAGgFLr.jpeg,0.001
kqNd1OPEkG.jpeg,0.999
T1ZGGXHAi1,0.999
ikBfnFWbSk.jpeg,0.001
SH9lhXCQcc.jpeg,0.001
ApPOr23lzd,0.974725067615509
3799mntej2,0.999
E641XNxbo9.jpeg,0.999
oQQR8GD9Jo,0.999
iaGyKvUvd6.jpeg,0.001
sWi8BPaL3Z.jpeg,0.9873398840427399
9341qRzJ4A.jpeg,0.001
2kQdv7QUTR.jpeg,0.999
jxiwyGuGPh.jpeg,0.001
hsi5VQCo2d.jpeg,0.001
AlzRudTj0X.jpeg,0.001
je3wdfauvz.jpeg,0.001
wtLU8hoAz4.jpeg,0.999
j5VSJ21Wx0.jpeg,0.001
IKJzSa0UHc.jpeg,0.001
BEeMouBbFb.jpeg,0.001
Bu8beEifqu.jpeg,0.001
MjSOVP4B8S,0.999
9dI7E0YTJE.jpeg,0.001
hQ1Jtw7tyJ.jpeg,0.001
IKKQy2RDjD.jpeg,0.001
p1karGBQ3q.jpeg,0.001
paHNCd2c4H.jpeg,0.001
pat6BiBBDq.jpeg,0.001
BKrMHLaxSj.jpeg,0.001
S2IDEM3a2Z.jpeg,0.001
JdSMlKmNHE.jpeg,0.001
C8T3yloQvy.jpeg,0.001
9rMGYxyOAA.jpeg,0.001
ai5B7LKlx6.jpeg,0.001
9T9khG03pR.jpeg,0.001
2NgC4tf6eo,0.999
FXmcq8mZeg.jpeg,0.999
BAj8dy1wUJ.jpeg,0.001
TVJ4V2xpWX,0.9839173257350922
bdBspZysQP.jpeg,0.001
3tHQHDhMT7,0.9984405636787415
YepW3siOzg,0.9913557767868042
ZXNUZqQabf.jpeg,0.001
yuqHi9Efpr,0.999
I9w3ySXx05.jpeg,0.001
82kaPlcfzL.jpeg,0.001
ATbsubzP6f.jpeg,0.060849947389215196
JUnfJDRUpD.jpeg,0.001
77oTuLYXqv.jpeg,0.0023363764630629997
HTY0RYMVxz.jpeg,0.019907185231204463
9cRk7BkfJz.jpeg,0.001
MZ2twPZR23.jpeg,0.001
i4bJsEjJqg.jpeg,0.001
9K1GjYS1qh.jpeg,0.001
idymabKBqw.jpeg,0.001
SDyptag05n.jpeg,0.001
M4RvUOKIgh,0.999
aLexotfuq7.jpeg,0.001
qbUFeIpFz1.jpeg,0.001
9AHnBH6vgj.jpeg,0.001
OVv4JytFCF.jpeg,0.999
iCLFMrFzx5.jpeg,0.001
PLRgcLVfz2.jpeg,0.999
uHdqGUqmpy,0.999
Hm3lGxGKf7.jpeg,0.001
iLx5LgVAmV.jpeg,0.001
rMmaLNhmil.jpeg,0.999
BOdu5YfzLK.jpeg,0.001
c4955Eb5HC.jpeg,0.001
kUMXlVYVJf.jpeg,0.999
dXDwmTFO5A.jpeg,0.999
5zgwAc5vfr,0.999
PCuD0fYTzL.jpeg,0.001
zD4n97vJAR,0.999
qoYeyfvBqt.jpeg,0.001
ZDksdaao66,0.999
Brvm2iKZJL.jpeg,0.001
ab62U0IAV5,0.999
8wBHB2TVx4.jpeg,0.001
rzvSl1E7Ah.jpeg,0.001
paJnWARii3,0.999
ds00icXk4Y.jpeg,0.001
8Pkbrtd8RL.jpeg,0.001
ryJ6mWBI1x.jpeg,0.001
zYKWQZdgyq.jpeg,0.001
qf7BQJygqc.jpeg,0.001
IiEdwB65YF.jpeg,0.001
sCrhcP5vt9.jpeg,0.001
8YHODZEtR2.jpeg,0.001
qsp32Jrp4e,0.999
qy4jI4P3ab.jpeg,0.001
c7u8iWbWjB.jpeg,0.001
57IlE1lzYI.jpeg,0.001
b7WcdEakJm,0.998842716217041
SnrcMd5d0M.jpeg,0.999
JFYTRHDl1C.jpeg,0.001
HTdHSTewXP.jpeg,0.001
dKztxnzSe8.jpeg,0.999
12BdpI6YhU.jpeg,0.001
tp2hAfmf8T,0.999
Lwzmy6qhJb.jpeg,0.999
JAAbX2Wnps,0.9985704123973846
ANxX0I2VBc,0.999
ATcdG4qzHF.jpeg,0.001
bUBa6ZcQqo.jpeg,0.001
38S6kcmOx0.jpeg,0.001
q5HFUrnjmT.jpeg,0.001
bqbG35uw44.jpeg,0.999
jPPeBYfvo1.jpeg,0.001
RV7Sclmyfx.jpeg,0.0041908933344529005
AXYaDpBBKW,0.8453938961029053
gHcH6nuIiO.jpeg,0.999
ainT6QMK7Q.jpeg,0.001
RtEckZHQVa.jpeg,0.001
Zy1bvzggtM.jpeg,0.001
bdjaqqw3K5.jpeg,0.001
b7bErXZ8L3,0.999
jVPNzHH0Mi.jpeg,0.11646215245127675
jMGSpCHJdi.jpeg,0.001
cBtoC3jcIb.jpeg,0.001
KB3LdgxaKa.jpeg,0.001
725wI9d34f,0.999
K8P3Gl55QT.jpeg,0.001
pF6BFZO5Fw.jpeg,0.999
10XHHeBMkG.jpeg,0.999
WaJ9lEydpP.jpeg,0.001
OZdL3rtZ5h.jpeg,0.001
oVFKVMRAAF.jpeg,0.001
QCOhbM1OuD.jpeg,0.001
qo95zUhnvX.jpeg,0.001
hFSPzV3WgY,0.999
RLcazako6j.jpeg,0.001
a2N0EER3Ah.jpeg,0.001
vgAEXMl567,0.999
tgbESJpo8D.jpeg,0.999
66ZTFIsZeg.png,0.999
r6mW4i9Ycg.jpeg,0.001
IimV4wxGpV.jpeg,0.001
av9Esikhoz.jpeg,0.001
AuLc2S4ZaQ.jpeg,0.001
S9za92BJGN.jpeg,0.001
HK4MIOefRQ.jpeg,0.001
s1TNQxX50Z.jpeg,0.001
fObpfVEayO.jpeg,0.999
edjC1MfSN3,0.999
aBjkLjcOgo.jpeg,0.001
SCWkXc3uv5.jpeg,0.001
QpkyRvBHst.jpeg,0.999
hMiDxXDhle.jpeg,0.001
AKTQCtaWi4,0.999
HGqWwsGZG7.jpeg,0.001
11ynarQSJR.jpeg,0.001
