id,maniqa_score
n04127249_4106.JPEG,0.3810250759124756
n01773157_3958.JPEG,0.2964125871658325
n02009229_44.JPEG,0.4091038227081299
n03134739_1266.JPEG,0.5369280815124512
n03794056_2372.JPEG,0.5074647426605224
n02403003_9487.JPEG,0.6001514434814453
n04141327_3364.JPEG,0.5764427661895752
n03179701_14245.JPEG,0.3979307174682617
n03459775_10065.JPEG,0.3519230842590332
n02113978_7792.JPEG,0.5960573196411133
n01755581_209.JPEG,0.5698728561401367
n02097474_4917.JPEG,0.5438029766082764
n02107908_3435.JPEG,0.4111891746520996
n02769748_41892.JPEG,0.6759949207305909
n04366367_6365.JPEG,0.5982616901397705
n01632458_1470.JPEG,0.6747864723205567
n02415577_65701.JPEG,0.7781471252441406
n02106030_3586.JPEG,0.6319152355194092
n02364673_4012.JPEG,0.5768022537231445
n03485794_34650.JPEG,0.5959159851074218
n02804610_20348.JPEG,0.41303119659423826
n02892201_5229.JPEG,0.6301001071929931
n01773797_2438.JPEG,0.5845747947692871
n03724870_20195.JPEG,0.42051496505737307
n03538406_8266.JPEG,0.6140081405639648
n02128925_24805.JPEG,0.5054103851318359
n07860988_5728.JPEG,0.48716092109680176
n02808304_8262.JPEG,0.48722200393676757
n04399382_1693.JPEG,0.7352556228637696
n01667778_18783.JPEG,0.39542901515960693
n07875152_6746.JPEG,0.5058155059814453
n02017213_98.JPEG,0.31493101119995115
n04350905_35458.JPEG,0.6334904193878174
n04081281_30026.JPEG,0.525336742401123
n03895866_70954.JPEG,0.6674192428588868
n02137549_11129.JPEG,0.3909467697143555
n04023962_13350.JPEG,0.4949810028076172
n01665541_30130.JPEG,0.6364631175994873
n03483316_24785.JPEG,0.6437319755554199
n02100583_5750.JPEG,0.654319953918457
n09835506_4242.JPEG,0.40742197036743166
n01806143_3697.JPEG,0.6741522789001465
n04589890_590.JPEG,0.5077900886535645
n02992211_10214.JPEG,0.10029531717300415
n02107683_5596.JPEG,0.716998291015625
n01498041_1932.JPEG,0.25507397651672364
n02791124_7174.JPEG,0.603870439529419
n04532670_5358.JPEG,0.5968047618865967
n03676483_3659.JPEG,0.5814871311187744
n02877765_11786.JPEG,0.5121988296508789
n02481823_9904.JPEG,0.6085285663604736
n02089973_2397.JPEG,0.35597524642944334
n02704792_1589.JPEG,0.4967782974243164
n03954731_46775.JPEG,0.511528491973877
n02095314_18.JPEG,0.3348908185958862
n03676483_24406.JPEG,0.5596043586730957
n01560419_6340.JPEG,0.6373621940612793
n02442845_19621.JPEG,0.28081402778625486
n02877765_12561.JPEG,0.29401373863220215
n01675722_4363.JPEG,0.49408769607543945
n02883205_10388.JPEG,0.4792771816253662
n03743016_9059.JPEG,0.7318339347839355
n03888605_12316.JPEG,0.4901603698730469
n03781244_1499.JPEG,0.5817537307739258
n04389033_14782.JPEG,0.40059599876403806
n01775062_7047.JPEG,0.6192560195922852
n01740131_4021.JPEG,0.4686593532562256
n03803284_2655.JPEG,0.7017886638641357
n04487081_8351.JPEG,0.46642117500305175
n02174001_252.JPEG,0.318927001953125
n03495258_2760.JPEG,0.6410941123962403
n01682714_5337.JPEG,0.6153853416442872
n04152593_12136.JPEG,0.48400192260742186
n02927161_14580.JPEG,0.5360755443572998
n02871525_29960.JPEG,0.5205536842346191
n02098286_468.JPEG,0.5607726097106933
n02123159_1091.JPEG,0.35338640213012695
n07753275_4559.JPEG,0.7620745658874511
n02804414_2211.JPEG,0.5384670734405518
