,image_modified,input_psnr,original_pred,modified_pred,addition
0,,54.17852020263672,1.0,1.0,1
1,,54.18449401855469,0.999987006187439,0.9925820827484131,1
2,,54.17852020263672,0.9999805688858032,0.5498203039169312,1
3,,54.17852020263672,0.9999996423721313,0.9968287348747253,1
4,,54.18291091918945,0.9999958276748657,0.9940819144248962,1
5,,54.18120574951172,0.9994951486587524,0.9511491656303406,1
6,,54.17919158935547,0.9998754262924194,0.9781489968299866,1
7,,54.17851257324219,0.9999918937683105,1.0,1
8,,54.17851257324219,1.0,1.0,1
9,,54.17881774902344,1.0,1.0,1
10,,54.17851257324219,0.9998471736907959,0.9456508755683899,1
11,,54.17852020263672,1.0,1.0,1
12,,54.18010711669922,0.9994651675224304,0.9513207077980042,1
13,,54.244468688964844,1.0,0.9677147269248962,1
14,,54.17867660522461,0.9997996687889099,0.8278133869171143,1
15,,54.17851257324219,0.9997770190238953,0.2707991898059845,1
16,,54.18144607543945,1.0,0.9999997615814209,1
17,,54.18321228027344,0.9998956918716431,0.9994803071022034,1
18,,54.20812225341797,0.9999998807907104,0.9984921216964722,1
19,,54.17850875854492,0.9948391318321228,0.697131335735321,1
20,,54.194488525390625,0.9999996423721313,0.9999998807907104,1
21,,54.17851257324219,0.9999880790710449,0.9999998807907104,1
22,,54.183658599853516,0.9999933242797852,0.9748473167419434,1
23,,54.17936706542969,0.9996993541717529,0.5386413931846619,1
24,,54.17869567871094,0.9999430179595947,0.689965546131134,1
25,,54.1788330078125,0.9621493816375732,0.9335201382637024,1
26,,54.17851257324219,0.9999408721923828,0.990971565246582,1
27,,54.18163299560547,0.9999969005584717,0.9999494552612305,1
28,,54.19126510620117,0.9999998807907104,1.0,1
29,,54.17850875854492,0.978753924369812,0.9514283537864685,1
30,,54.192298889160156,0.9999997615814209,1.0,1
31,,54.17852783203125,0.9999902248382568,0.8650936484336853,1
32,,54.17851257324219,0.9824082255363464,0.885779857635498,1
33,,54.17852020263672,0.9996205568313599,0.9999501705169678,1
34,,54.1786994934082,1.0,0.9999996423721313,1
35,,48.203102111816406,1.0,1.2338221495156176e-05,2
36,,48.21722412109375,0.999987006187439,0.00026366757811047137,2
37,,48.20323181152344,0.9999805688858032,3.26957592733379e-06,2
38,,48.203094482421875,0.9999996423721313,0.0013224630383774638,2
39,,48.21433639526367,0.9999958276748657,0.008680900558829308,2
40,,48.21376037597656,0.9994951486587524,0.12448757141828537,2
41,,48.204139709472656,0.9998754262924194,0.0010607404401525855,2
42,,48.203102111816406,0.9999918937683105,0.48465946316719055,2
43,,48.203094482421875,1.0,0.9999926090240479,2
44,,48.20391845703125,1.0,8.722372513148002e-06,2
