id,target
Qt1fGUB0Vz.jpeg,2.20378e-12
j4Rhioq7R3.jpeg,4.733208e-08
rD0hgFHJUZ.jpeg,4.5314685e-10
aY5z1EJsJ6.jpeg,1.0
qZ3IoxD2TE.jpeg,5.3701265e-14
BOFtxEERkV.jpeg,2.7909794e-10
9hqOXpYGbK.jpeg,0.0012176863
BhA8T8Ij32.jpeg,1.2541473e-05
rXexUH9dCM.jpeg,4.0614086e-06
RdYDVBxwvq.jpeg,1.0
8iV3hx6XAj.jpeg,1.7774975e-05
aleXj7h7JP.jpeg,1.150659e-08
RVoqYx4fJQ.jpeg,3.078666e-07
hHjoWRshoP.jpeg,3.9163597e-06
yt9GwWtzr8,0.99964833
IHSw9S145d.jpeg,2.7372358e-11
6TDyS6kEN5,0.123016626
SnqrAkeuoR.jpeg,0.99984825
qMYFA0362c.jpeg,1.4915186e-09
qu9Fy9JSTI.jpeg,2.4889207e-06
C6F1TgBtUF.jpeg,0.0011994747
1WXHpfzzMR,6.77716e-05
K4Up1TZUzr.jpeg,4.6547324e-10
I4zUha5aN2,0.9969047
9RcLqe8IL0,0.5880841
owbU2PLVvj.jpeg,0.9999981
BbnCzR9WmU.jpeg,4.9114542e-11
9hEvvkphC0.jpeg,5.0863073e-06
wCtgGW3hJY.jpeg,1.0
BI4OMtn1TV.jpeg,0.9999964
veiMOrSUGs.jpeg,0.99999714
0SSwUAl04C,0.9923878
ttYqSuIDlX.jpeg,1.3595411e-05
uyQOYoZvoi.jpeg,1.0
c4RM6zDGCT.jpeg,1.5423898e-10
a9WGXGKAs7.jpeg,1.1875696e-06
Be4yYleKvl.jpeg,1.0
VUlSUkWiyP.jpeg,0.9999974
qfPjoawQQt.jpeg,0.00020666057
bjOtIg7PxW.jpeg,2.109149e-07
bKtwCN3OsO.jpeg,4.875406e-08
09Egy0VfTa.jpeg,1.0
tWGnZufeV2,0.00011029688
9KNsL3qq01.jpeg,2.124614e-06
2ElVVjcp4a,0.0094669685
ieoJ3UoPFc.jpeg,4.1100716e-08
A2knaMz6Gf.jpeg,5.6266027e-09
JcPcU6LY2b.jpeg,3.2982737e-08
b4bfgPwia6.jpeg,1.498103e-07
PxvUp9NTCm.jpeg,0.9999536
0666kmCAAC.jpeg,1.6353756e-08
EHC1kBFCRk.jpeg,0.99412596
JBKIyiD2z0.jpeg,0.00092013256
8Pg60O6jIi.jpeg,6.9004076e-05
AS88fqPK2c.jpeg,2.0254723e-07
oGECKjTj5S,0.66686666
570E66nY4r.jpeg,2.9310253e-05
S5RZQ9BWeH.jpeg,3.936407e-06
zffkE0f037.jpeg,0.99999166
PdThxA9eWO.jpeg,5.741048e-09
fiZ8U0vJvW.jpeg,5.2354762e-06
aBkArc3xSO.jpeg,0.22459906
9kDKmUw0QF.jpeg,1.0
K4873kXvtH.jpeg,1.4992586e-10
W0ElnH5ug1.jpeg,1.0
n4UUdJMSOB.jpeg,0.004501646
irXtIZPnTX.jpeg,0.9999989
rWsZ81s18t.jpeg,0.00013539472
IElc1dGMVB.jpeg,0.00012918648
aTSivuPmqy.jpeg,2.4148718e-05
s55Ui6sheX.jpeg,4.2656603e-09
rpAbckBrV4.jpeg,8.769572e-14
IszVFL8fES.jpeg,2.1204754e-07
azT1BfFdeX.jpeg,0.99994314
8Jpd9SLbqd.jpeg,0.00010442839
D1o0PBS4ox,0.9990289
bmsOUDEAeF.jpeg,5.1247267e-11
82nuz7VlCN.jpeg,6.864025e-07
bhfiAm6e1y.jpeg,0.00012238785
91Ds3oaoqd,0.303116
J9FQcKddQs.jpeg,1.3585175e-06
hLwkySARL1.jpeg,1.3073448e-14
iVZUU083gm.jpeg,7.596439e-11
itCfCmFiX5.jpeg,5.942716e-10
74w54BCnc6.jpeg,2.2507952e-06
runm54HtOv.jpeg,3.9040795e-08
9bcxdKukar.jpeg,0.9995552
IVchzEEiNL.jpeg,0.99999976
VECsvGAENO.jpeg,0.99999976
R1hy2mf67S.jpeg,8.4769255e-08
QQaDYoaFUi.jpeg,0.00047667077
BrMnOYrGd4.jpeg,5.893843e-07
9rQKqH9Df3.jpeg,1.5970176e-07
qf31p5XrLJ.jpeg,2.784889e-07
qumCTbQKc5.jpeg,0.0010463838
RLgvAq0dV6,0.98062885
cmHN8qXUKm.jpeg,0.0009771135
cWcWKtlJFu.jpeg,1.0
gG86EJUTDR,0.9996768
OY3eYcMkVd,0.4726731
J9X8bPMCqb.jpeg,0.0021564427
b3pdu9OBcM.jpeg,0.0003217413
IUW5tpB0W9.jpeg,2.0779214e-07
9QZY5ktNH8.jpeg,3.241191e-05
B2l8RFqPhF.jpeg,2.2348998e-07
rWseV8Bi33.jpeg,2.6945725e-07
Z4cHEBysVe,0.9997701
3klXb0HDvL.jpeg,0.99999416
int3NlNL5f.jpeg,3.9155757e-06
7Y1gMf1Bqf.jpeg,1.8212093e-07
AAYdmD7mRY.jpeg,1.9637146e-06
A77zy0E8zG.jpeg,1.2007821e-07
7YjyLkz1vY.jpeg,2.644594e-05
Irh8HGAQ4F.jpeg,2.2844758e-07
bcgzZgpeBC.jpeg,7.842836e-06
AJhvxUoo2W.jpeg,3.1857788e-08
9FHMwlDBz1.jpeg,0.99999964
JFG7pC4WsS.jpeg,5.2379995e-10
JcEPnVZdXG.jpeg,1.0
AgYbJwCtzX.jpeg,0.9999987
crQtHWgFUr,0.034112427
iCxXfwIZ7O.jpeg,3.0827207e-05
SMp2FGHS5D.jpeg,1.2295532e-09
raiAIeJ9tI.jpeg,1.4589765e-05
somuqUAAiw.jpeg,0.996071
r9fgusZxpG.jpeg,2.5261102e-07
6SEizYbnpv,0.20971891
FXlrJgugCl.jpeg,0.9999999
lVsKZNKAz8,0.768886
86jSqrnfva.jpeg,1.5159502e-11
SDvP2w9cVq.jpeg,2.1963871e-07
am0fhckwjz.jpeg,9.689658e-11
OhYbEFGS4h,0.75036657
Ge5CPNb8Zh.jpeg,0.9999999
phBaEIgA3O.jpeg,1.0
rQ4lAGgFLr.jpeg,0.000115434545
kqNd1OPEkG.jpeg,0.99994314
T1ZGGXHAi1,0.8745826
ikBfnFWbSk.jpeg,6.517201e-05
SH9lhXCQcc.jpeg,4.784136e-07
ApPOr23lzd,0.85336596
3799mntej2,0.98470104
E641XNxbo9.jpeg,0.99999607
oQQR8GD9Jo,0.9108051
iaGyKvUvd6.jpeg,3.7759935e-05
sWi8BPaL3Z.jpeg,0.9991854
9341qRzJ4A.jpeg,1.7237815e-06
2kQdv7QUTR.jpeg,1.0
jxiwyGuGPh.jpeg,9.744644e-08
hsi5VQCo2d.jpeg,0.00043418328
AlzRudTj0X.jpeg,3.478914e-05
je3wdfauvz.jpeg,5.5408287e-05
wtLU8hoAz4.jpeg,0.99999344
j5VSJ21Wx0.jpeg,0.00060634903
IKJzSa0UHc.jpeg,3.1112442e-08
BEeMouBbFb.jpeg,2.6038254e-07
Bu8beEifqu.jpeg,1.9914263e-10
MjSOVP4B8S,0.9881711
9dI7E0YTJE.jpeg,3.9650266e-10
hQ1Jtw7tyJ.jpeg,3.9956834e-07
IKKQy2RDjD.jpeg,1.8675828e-05
p1karGBQ3q.jpeg,2.182526e-08
paHNCd2c4H.jpeg,2.544827e-05
pat6BiBBDq.jpeg,7.7979814e-07
BKrMHLaxSj.jpeg,1.7341612e-06
S2IDEM3a2Z.jpeg,1.275779e-07
JdSMlKmNHE.jpeg,1.1657646e-06
C8T3yloQvy.jpeg,5.173641e-09
9rMGYxyOAA.jpeg,7.8771353e-07
ai5B7LKlx6.jpeg,2.9874076e-07
9T9khG03pR.jpeg,0.0004562285
2NgC4tf6eo,0.9430943
FXmcq8mZeg.jpeg,0.99999964
BAj8dy1wUJ.jpeg,7.258597e-05
TVJ4V2xpWX,0.44079512
bdBspZysQP.jpeg,0.00021888786
3tHQHDhMT7,0.9914137
YepW3siOzg,0.20125756
ZXNUZqQabf.jpeg,6.2423317e-07
yuqHi9Efpr,0.043615345
I9w3ySXx05.jpeg,4.453036e-10
82kaPlcfzL.jpeg,1.2247268e-13
ATbsubzP6f.jpeg,0.0008030158
JUnfJDRUpD.jpeg,2.3379554e-09
77oTuLYXqv.jpeg,0.0021714566
HTY0RYMVxz.jpeg,4.5552692e-08
9cRk7BkfJz.jpeg,2.100548e-09
MZ2twPZR23.jpeg,0.00014021806
i4bJsEjJqg.jpeg,3.1576e-06
9K1GjYS1qh.jpeg,1.6773392e-05
idymabKBqw.jpeg,2.8314703e-06
SDyptag05n.jpeg,1.6250123e-08
M4RvUOKIgh,0.80778444
aLexotfuq7.jpeg,4.2110823e-06
qbUFeIpFz1.jpeg,2.7522708e-06
9AHnBH6vgj.jpeg,4.938522e-09
OVv4JytFCF.jpeg,1.0
iCLFMrFzx5.jpeg,0.0007520141
PLRgcLVfz2.jpeg,1.0
uHdqGUqmpy,0.24434769
Hm3lGxGKf7.jpeg,2.6030335e-07
iLx5LgVAmV.jpeg,1.5106891e-10
rMmaLNhmil.jpeg,1.0
BOdu5YfzLK.jpeg,2.425051e-08
c4955Eb5HC.jpeg,6.881105e-08
kUMXlVYVJf.jpeg,0.9998934
dXDwmTFO5A.jpeg,0.99990845
5zgwAc5vfr,0.00076230767
PCuD0fYTzL.jpeg,5.5339415e-06
zD4n97vJAR,0.018103497
qoYeyfvBqt.jpeg,8.39867e-10
ZDksdaao66,0.985209
Brvm2iKZJL.jpeg,0.0025798525
ab62U0IAV5,0.99260324
8wBHB2TVx4.jpeg,0.00011299697
rzvSl1E7Ah.jpeg,0.05092918
paJnWARii3,0.99948186
ds00icXk4Y.jpeg,0.0008585774
8Pkbrtd8RL.jpeg,1.8977124e-05
ryJ6mWBI1x.jpeg,0.00018516871
zYKWQZdgyq.jpeg,1.8677358e-08
qf7BQJygqc.jpeg,5.8690794e-06
IiEdwB65YF.jpeg,3.322062e-06
sCrhcP5vt9.jpeg,4.6960157e-08
8YHODZEtR2.jpeg,5.44157e-10
qsp32Jrp4e,0.08723451
qy4jI4P3ab.jpeg,2.2862359e-10
c7u8iWbWjB.jpeg,2.4887263e-06
57IlE1lzYI.jpeg,1.1401006e-06
b7WcdEakJm,0.016478289
SnrcMd5d0M.jpeg,0.9999999
JFYTRHDl1C.jpeg,0.00077967654
HTdHSTewXP.jpeg,4.0232244e-06
dKztxnzSe8.jpeg,0.99999964
12BdpI6YhU.jpeg,1.0822483e-11
tp2hAfmf8T,0.9962643
Lwzmy6qhJb.jpeg,1.0
JAAbX2Wnps,0.6962336
ANxX0I2VBc,0.97039074
ATcdG4qzHF.jpeg,2.1436952e-08
bUBa6ZcQqo.jpeg,0.00137341
38S6kcmOx0.jpeg,9.5330057e-07
q5HFUrnjmT.jpeg,1.338416e-07
bqbG35uw44.jpeg,1.0
jPPeBYfvo1.jpeg,2.548684e-08
RV7Sclmyfx.jpeg,0.002714727
AXYaDpBBKW,0.7712114
gHcH6nuIiO.jpeg,1.0
ainT6QMK7Q.jpeg,2.0747682e-06
RtEckZHQVa.jpeg,7.297446e-07
Zy1bvzggtM.jpeg,7.658308e-12
bdjaqqw3K5.jpeg,3.3218333e-09
b7bErXZ8L3,0.97179115
jVPNzHH0Mi.jpeg,0.601725
jMGSpCHJdi.jpeg,1.2307675e-11
cBtoC3jcIb.jpeg,4.0322482e-07
KB3LdgxaKa.jpeg,1.135892e-08
725wI9d34f,0.665116
K8P3Gl55QT.jpeg,1.99721e-08
pF6BFZO5Fw.jpeg,0.9999584
10XHHeBMkG.jpeg,1.0
WaJ9lEydpP.jpeg,1.1495812e-09
OZdL3rtZ5h.jpeg,8.9674584e-10
oVFKVMRAAF.jpeg,0.0016358156
QCOhbM1OuD.jpeg,6.0414986e-06
qo95zUhnvX.jpeg,0.00022052035
hFSPzV3WgY,0.9984281
RLcazako6j.jpeg,2.7960339e-06
a2N0EER3Ah.jpeg,1.2950099e-07
vgAEXMl567,0.9996947
tgbESJpo8D.jpeg,0.99999976
66ZTFIsZeg.png,0.9296217
r6mW4i9Ycg.jpeg,3.717224e-05
IimV4wxGpV.jpeg,0.008963884
av9Esikhoz.jpeg,2.209504e-06
AuLc2S4ZaQ.jpeg,0.02361186
S9za92BJGN.jpeg,1.7695639e-07
HK4MIOefRQ.jpeg,4.7183313e-10
s1TNQxX50Z.jpeg,1.0959285e-06
fObpfVEayO.jpeg,0.9999994
edjC1MfSN3,0.9909911
aBjkLjcOgo.jpeg,1.5790184e-06
SCWkXc3uv5.jpeg,0.00012802784
QpkyRvBHst.jpeg,0.9999906
hMiDxXDhle.jpeg,0.0006257244
AKTQCtaWi4,0.9904971
HGqWwsGZG7.jpeg,1.5580125e-06
11ynarQSJR.jpeg,2.5065619e-13
BliPI1bD2E.jpeg,0.00012325028
Im1rjXvPFd.jpeg,8.964146e-06
iwyEsa6cQX.jpeg,4.7245053e-06
ADTR05dx8q.jpeg,4.6291014e-05
pDB2S06L2V.jpeg,1.181783e-08
AqMYrMn0dV.jpeg,2.2354005e-05
s1BvnspFVf.jpeg,0.006882633
Re3PoOMCoB.jpeg,6.206856e-07
Qn6h9PKkcK.jpeg,1.255494e-06
XLEN3yCk0m.jpeg,0.9999825
Ri2xtTtCl0.jpeg,3.2009437e-09
MPWomZFqNl.jpeg,0.9999999
v0Wq0lK3JM.jpeg,0.9985551
fTjaitgAJa.jpeg,1.0
634ZsaNjNZ.jpeg,1.8704311e-08
SDh7uBHBv9.jpeg,5.457637e-11
akmJAIlkml.jpeg,0.9993973
9Yp2aU54hi.jpeg,4.760188e-07
7UkQ9eS1z3.jpeg,0.0005797178
inKBz1uX43.jpeg,0.0011476453
9kC092bhee.jpeg,0.9999963
527qjeZfRT.jpeg,2.2901175e-05
aswigVM1HQ.jpeg,1.6500378e-05
12jVWDxzIa.jpeg,1.385939e-07
hLe26j2sFh.jpeg,4.2238622e-07
05q5J7VWr4,0.9858182
p5U6ftXabf.jpeg,0.014852831
csTNsH0hXt.jpeg,0.99999917
ATUUevo9CW.jpeg,1.04930926e-07
jMYaoHgFM1.jpeg,1.046601e-05
Z2MsRSxX8V,0.11932146
4kesnMUTLU,0.99981755
ztBFsCnl0i.jpeg,1.0
alXpxrAqLw.jpeg,0.00021810873
QjSAjqK0JF.jpeg,0.44800285
alihjnrW4B,0.99903995
Tx0WnQyjUs,0.9835234
2RpYfQMRV6,0.055250354
QQWVXtc402.jpeg,4.7920953e-06
AgUBOSvFTu,0.0055317013
c48kSfkm6c.jpeg,1.2146758e-07
qyi0KvhE5r.jpeg,1.1040628e-08
62WUXG7gHH.jpeg,0.00021354113
Q3xpiqZmQH.jpeg,0.99999917
ClFkUNVmMh.jpeg,8.94862e-08
11kFDwoijA.jpeg,5.3649594e-05
oyswvMnoky,0.9579119
zywTjOni8G,0.038883887
ygAWRR1vHT.jpeg,2.6540496e-07
pDyrrQvWmY.jpeg,9.16656e-07
aOaWfNcTiu.jpeg,1.6944238e-06
OGqHhnysB6,0.81173456
8tkPHGRtT8.jpeg,1.0
QnOYaKHUC1.jpeg,2.6544622e-06
kDdv5KlnyB.jpeg,0.009548272
